method,source,dataset,model,kc,poison_rate,seed,clean_acc,valid_asr,wrong_asr,single_leak,invalid_leak,csg
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,vgg11,8,0.05,1,0.9072,0.9988194444444445,0.0022222222222222222,0.04445625,0.06726964285714286,0.9315498015873016
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,resnet18,8,0.05,1,0.7497,0.9986363636363637,0.00020202020202020202,0.0075875,0.0109625,0.9876738636363637
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,vgg11,8,0.05,1,0.671,0.9976388888888889,0.000505050505050505,0.01183125,0.015767857142857142,0.9818710317460317
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,resnet18,8,0.05,1,0.9877276326207443,1.0,0.0,0.0006631037212984956,0.0009741545074086642,0.9990258454925913
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,vgg11,8,0.05,1,0.9717339667458432,0.9997711502521223,8.210180623973728e-05,0.0034491290577988915,0.005012159258002489,0.9947589909941198
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,resnet18,8,0.05,2,0.9403,0.9998888888888889,0.00022222222222222223,0.01970625,0.031289285714285714,0.9685996031746033
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,vgg11,8,0.05,2,0.9002,0.9992916666666666,0.0014444444444444444,0.04635,0.06892678571428572,0.9303648809523809
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,resnet18,8,0.05,2,0.75,0.9986111111111111,0.00020202020202020202,0.00909375,0.012621428571428572,0.9859896825396826
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,vgg11,8,0.05,2,0.6693,0.998030303030303,0.00020202020202020202,0.01675,0.021860714285714285,0.9761695887445888
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,resnet18,8,0.05,2,0.9886777513855899,1.0,0.0,0.0006730007917656374,0.0008610451306413302,0.9991389548693587
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,vgg11,8,0.05,2,0.9746634996041171,0.9995636759294297,0.0003341687552213868,0.0035085114806017417,0.004983881913810655,0.9945797940156191
